ucsc_refgene_accession,n,fraction
NM_173465,2,0.017094017094017096
NM_001647;NM_001647,2,0.017094017094017096
NM_001018074;NM_001018075;NM_001018077,2,0.017094017094017096
NM_001105669,2,0.017094017094017096
NM_031914,2,0.017094017094017096
NM_017525,2,0.017094017094017096
NM_006898,2,0.017094017094017096
NM_001105521,2,0.017094017094017096
NM_015278,2,0.017094017094017096
NM_014251;NM_001160210;NR_027662,1,0.008547008547008548
NM_152653,1,0.008547008547008548
NM_018646,1,0.008547008547008548
NM_004991,1,0.008547008547008548
NM_032415,1,0.008547008547008548
NR_023390,1,0.008547008547008548
NM_006823;NM_181839,1,0.008547008547008548
NM_000479,1,0.008547008547008548
NM_001100390;NM_152558,1,0.008547008547008548
NM_144962,1,0.008547008547008548
NM_001135113;NM_001002915,1,0.008547008547008548
NR_027816;NM_152744,1,0.008547008547008548
NM_009586;NM_005069,1,0.008547008547008548
NM_001146028;NM_032452,1,0.008547008547008548
NM_004724,1,0.008547008547008548
NM_005427,1,0.008547008547008548
NM_175056,1,0.008547008547008548
NM_001845,1,0.008547008547008548
NM_018150,1,0.008547008547008548
NM_001627,1,0.008547008547008548
NM_203401;NM_203399;NM_005563;NM_001145454,1,0.008547008547008548
NM_014732,1,0.008547008547008548
NM_001103175,1,0.008547008547008548
NM_022128,1,0.008547008547008548
NM_014629,1,0.008547008547008548
NM_173509,1,0.008547008547008548
NM_175067,1,0.008547008547008548
NM_014153,1,0.008547008547008548
NM_001145113,1,0.008547008547008548
NM_013434,1,0.008547008547008548
NM_001126240;NM_005427;NM_001126242;NM_001126241,1,0.008547008547008548
NM_001127698;NM_001127699;NM_006846,1,0.008547008547008548
NM_001114979;NM_001114982;NM_001114981;NM_001114980;NM_001114978;NM_003722,1,0.008547008547008548
NM_024909,1,0.008547008547008548
NM_020340,1,0.008547008547008548
NM_001161330;NM_018984;NM_001161331,1,0.008547008547008548
NM_001004750,1,0.008547008547008548
NM_007174,1,0.008547008547008548
NR_029512,1,0.008547008547008548
NM_194071,1,0.008547008547008548
NM_014935,1,0.008547008547008548
NM_000875,1,0.008547008547008548
NM_002763,1,0.008547008547008548
NM_001017995,1,0.008547008547008548
NM_080626,1,0.008547008547008548
NM_001165255;NM_005515,1,0.008547008547008548
NM_004557,1,0.008547008547008548
NM_018941,1,0.008547008547008548
NM_021110,1,0.008547008547008548
NM_001604;NM_001127612;NM_000280,1,0.008547008547008548
NM_001048209,1,0.008547008547008548
NM_002562,1,0.008547008547008548
NM_080874,1,0.008547008547008548
NM_001122679,1,0.008547008547008548
NM_001102386,1,0.008547008547008548
NM_001387,1,0.008547008547008548
NM_000870;NM_001040172;NM_001040171;NM_001040169;NM_199453;NM_001040174;NM_001040173,1,0.008547008547008548
NM_138572,1,0.008547008547008548
NM_021938,1,0.008547008547008548
NM_032143,1,0.008547008547008548
NM_031311;NM_019029,1,0.008547008547008548
NM_001160708;NM_018082,1,0.008547008547008548
NM_001105533;NM_024913,1,0.008547008547008548
NM_052933,1,0.008547008547008548
NM_001559,1,0.008547008547008548
NM_153256,1,0.008547008547008548
NM_014721;NM_001100166;NM_001100164;NM_001100165,1,0.008547008547008548
NR_024259,1,0.008547008547008548
NM_030953,1,0.008547008547008548
NM_001166243;NM_002012,1,0.008547008547008548
NM_001010876;NM_001010876,1,0.008547008547008548
NM_005357;NM_005357,1,0.008547008547008548
NM_024817,1,0.008547008547008548
NR_027242,1,0.008547008547008548
NM_033030;NM_197970,1,0.008547008547008548
NM_033049,1,0.008547008547008548
NM_001168278,1,0.008547008547008548
NM_001014809;NM_001313,1,0.008547008547008548
NM_001164759;NM_001164762;NM_001164758;NM_001164760;NM_001164761;NM_002735,1,0.008547008547008548
NM_014974,1,0.008547008547008548
NM_058237,1,0.008547008547008548
NM_031476,1,0.008547008547008548
NM_016448,1,0.008547008547008548
NM_032682;NM_001012505,1,0.008547008547008548
NM_180990,1,0.008547008547008548
NM_005486,1,0.008547008547008548
NM_001744,1,0.008547008547008548
NM_001128839;NM_000720;NM_001128840,1,0.008547008547008548
NM_001010876,1,0.008547008547008548
NM_173642,1,0.008547008547008548
NM_007211;NM_001164747;NM_001164748,1,0.008547008547008548
NM_133494,1,0.008547008547008548
NM_001145432,1,0.008547008547008548
NM_001128934;NM_133477;NM_001128933,1,0.008547008547008548
NM_014746,1,0.008547008547008548
NM_001112732;NM_024979,1,0.008547008547008548
NM_001126493,1,0.008547008547008548
NM_033179,1,0.008547008547008548
NM_007118,1,0.008547008547008548
